,label,text,text_clean,remove_stop
4425,ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,"['Aiyar', 'dun', 'disturb', 'u', 'liao', 'Thk', 'u', 'have', 'lots', '2', 'do', 'aft', 'ur', 'cupboard', 'come']","['Aiyar', 'dun', 'disturb', 'u', 'liao', 'Thk', 'u', 'lots', '2', 'aft', 'ur', 'cupboard', 'come']"
4426,ham,Hey they r not watching movie tonight so i'll prob b home early...,"['Hey', 'they', 'r', 'not', 'watching', 'movie', 'tonight', 'so', 'ill', 'prob', 'b', 'home', 'early']","['Hey', 'r', 'watching', 'movie', 'tonight', 'ill', 'prob', 'b', 'home', 'early']"
4427,ham,Yar lor... How u noe? U used dat route too?,"['Yar', 'lor', 'How', 'u', 'noe', 'U', 'used', 'dat', 'route', 'too']","['Yar', 'lor', 'How', 'u', 'noe', 'U', 'used', 'dat', 'route']"
4428,ham,2mro i am not coming to gym machan. Goodnight.,"['2mro', 'i', 'am', 'not', 'coming', 'to', 'gym', 'machan', 'Goodnight']","['2mro', 'coming', 'gym', 'machan', 'Goodnight']"
4429,ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,"['Dont', 'think', 'you', 'need', 'yellow', 'card', 'for', 'uk', 'travel', 'Ask', 'someone', 'that', 'has', 'gone', 'before', 'If', 'you', 'do', 'its', 'just', 'ltgt', 'bucks']","['Dont', 'think', 'need', 'yellow', 'card', 'uk', 'travel', 'Ask', 'someone', 'gone', 'If', 'ltgt', 'bucks']"
4430,ham,Can u look 4 me in da lib i got stuff havent finish yet.,"['Can', 'u', 'look', '4', 'me', 'in', 'da', 'lib', 'i', 'got', 'stuff', 'havent', 'finish', 'yet']","['Can', 'u', 'look', '4', 'da', 'lib', 'got', 'stuff', 'havent', 'finish', 'yet']"
4431,ham,Sounds great! Im going to sleep now. Have a good night!,"['Sounds', 'great', 'Im', 'going', 'to', 'sleep', 'now', 'Have', 'a', 'good', 'night']","['Sounds', 'great', 'Im', 'going', 'sleep', 'Have', 'good', 'night']"
4432,spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,"['Dont', 'b', 'floppy', 'b', 'snappy', 'happy', 'Only', 'gay', 'chat', 'service', 'with', 'photo', 'upload', 'call', '08718730666', '10pmin', '2', 'stop', 'our', 'texts', 'call', '08712460324']","['Dont', 'b', 'floppy', 'b', 'snappy', 'happy', 'Only', 'gay', 'chat', 'service', 'photo', 'upload', 'call', '08718730666', '10pmin', '2', 'stop', 'texts', 'call', '08712460324']"
4433,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?","['HouseMaid', 'is', 'the', 'murderer', 'coz', 'the', 'man', 'was', 'murdered', 'on', 'ltgt', 'th', 'January', 'As', 'public', 'holiday', 'all', 'govtinstituitions', 'are', 'closedincluding', 'post', 'officeunderstand']","['HouseMaid', 'murderer', 'coz', 'man', 'murdered', 'ltgt', 'th', 'January', 'As', 'public', 'holiday', 'govtinstituitions', 'closedincluding', 'post', 'officeunderstand']"
4434,ham,How come u got nothing to do?,"['How', 'come', 'u', 'got', 'nothing', 'to', 'do']","['How', 'come', 'u', 'got', 'nothing']"
4435,ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,"['Nothing', 'will', 'ever', 'be', 'easy', 'But', 'dont', 'be', 'looking', 'for', 'a', 'reason', 'not', 'to', 'take', 'a', 'risk', 'on', 'life', 'and', 'love']","['Nothing', 'ever', 'easy', 'But', 'dont', 'looking', 'reason', 'take', 'risk', 'life', 'love']"
4436,ham,i want to grasp your pretty booty :),"['i', 'want', 'to', 'grasp', 'your', 'pretty', 'booty', '']","['want', 'grasp', 'pretty', 'booty', '']"
4437,ham,I've got it down to a tea. not sure which flavour,"['Ive', 'got', 'it', 'down', 'to', 'a', 'tea', 'not', 'sure', 'which', 'flavour']","['Ive', 'got', 'tea', 'sure', 'flavour']"
4438,ham,I'm going 2 orchard now laready me reaching soon. U reaching?,"['Im', 'going', '2', 'orchard', 'now', 'laready', 'me', 'reaching', 'soon', 'U', 'reaching']","['Im', 'going', '2', 'orchard', 'laready', 'reaching', 'soon', 'U', 'reaching']"
4439,ham,Dear i am not denying your words please,"['Dear', 'i', 'am', 'not', 'denying', 'your', 'words', 'please']","['Dear', 'denying', 'words', 'please']"
4440,ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,"['You', 'know', 'my', 'old', 'Dom', 'I', 'told', 'you', 'about', 'yesterday', 'His', 'name', 'is', 'Roger', 'He', 'got', 'in', 'touch', 'with', 'me', 'last', 'night', 'and', 'wants', 'me', 'to', 'meet', 'him', 'today', 'at', '2', 'pm']","['You', 'know', 'old', 'Dom', 'I', 'told', 'yesterday', 'His', 'name', 'Roger', 'He', 'got', 'touch', 'last', 'night', 'wants', 'meet', 'today', '2', 'pm']"
4441,ham,COME BACK TO TAMPA FFFFUUUUUUU,"['COME', 'BACK', 'TO', 'TAMPA', 'FFFFUUUUUUU']","['COME', 'BACK', 'TO', 'TAMPA', 'FFFFUUUUUUU']"
4442,ham,"2 celebrate my bday, y else?","['2', 'celebrate', 'my', 'b', 'day', 'y', 'else']","['2', 'celebrate', 'b', 'day', 'else']"
4443,ham,Merry christmas to u too annie!,"['Merry', 'christmas', 'to', 'u', 'too', 'annie']","['Merry', 'christmas', 'u', 'annie']"
4444,ham,Please tell me you have some of that special stock you were talking about,"['Please', 'tell', 'me', 'you', 'have', 'some', 'of', 'that', 'special', 'stock', 'you', 'were', 'talking', 'about']","['Please', 'tell', 'special', 'stock', 'talking']"
4445,ham,I sent them. Do you like?,"['I', 'sent', 'them', 'Do', 'you', 'like']","['I', 'sent', 'Do', 'like']"
4446,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","['Urgent', 'UR', 'awarded', 'a', 'complimentary', 'trip', 'to', 'EuroDisinc', 'Trav', 'AcoEntry41', 'Or', '1000', 'To', 'claim', 'txt', 'DIS', 'to', '87121', '186', '150moreFrmMob', 'ShrAcomOrSglSuplt10', 'LS1', '3AJ']","['Urgent', 'UR', 'awarded', 'complimentary', 'trip', 'EuroDisinc', 'Trav', 'AcoEntry41', 'Or', '1000', 'To', 'claim', 'txt', 'DIS', '87121', '186', '150moreFrmMob', 'ShrAcomOrSglSuplt10', 'LS1', '3AJ']"
4447,ham,"Awesome, be there in a minute","['Awesome', 'be', 'there', 'in', 'a', 'minute']","['Awesome', 'minute']"
4448,ham,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.","['And', 'that', 'is', 'the', 'problem', 'You', 'walk', 'around', 'in', 'julianaland', 'oblivious', 'to', 'what', 'is', 'going', 'on', 'around', 'you', 'I', 'say', 'the', 'same', 'things', 'constantly', 'and', 'they', 'go', 'in', 'one', 'ear', 'and', 'out', 'the', 'other', 'while', 'you', 'go', 'off', 'doing', 'whatever', 'you', 'want', 'to', 'do', 'Its', 'not', 'that', 'you', 'dont', 'know', 'why', 'Im', 'upsetits', 'that', 'you', 'dont', 'listen', 'when', 'i', 'tell', 'you', 'WHAT', 'is', 'going', 'to', 'upset', 'me', 'Then', 'you', 'want', 'to', 'be', 'surprised', 'when', 'Im', 'mad']","['And', 'problem', 'You', 'walk', 'around', 'julianaland', 'oblivious', 'going', 'around', 'I', 'say', 'things', 'constantly', 'go', 'one', 'ear', 'go', 'whatever', 'want', 'Its', 'dont', 'know', 'Im', 'upsetits', 'dont', 'listen', 'tell', 'WHAT', 'going', 'upset', 'Then', 'want', 'surprised', 'Im', 'mad']"
4449,ham,I've told you everything will stop. Just dont let her get dehydrated.,"['Ive', 'told', 'you', 'everything', 'will', 'stop', 'Just', 'dont', 'let', 'her', 'get', 'dehydrated']","['Ive', 'told', 'everything', 'stop', 'Just', 'dont', 'let', 'get', 'dehydrated']"
4450,ham,Or I guess  &lt;#&gt;  min,"['Or', 'I', 'guess', 'ltgt', 'min']","['Or', 'I', 'guess', 'ltgt', 'min']"
4451,ham,I'm home. Ard wat time will u reach?,"['Im', 'home', 'Ard', 'wat', 'time', 'will', 'u', 'reach']","['Im', 'home', 'Ard', 'wat', 'time', 'u', 'reach']"
4452,ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@","['Storming', 'msg', 'Wen', 'u', 'lift', 'd', 'phne', 'u', 'say', 'HELLO', 'Do', 'u', 'knw', 'wt', 'is', 'd', 'real', 'meaning', 'of', 'HELLO', 'Its', 'd', 'name', 'of', 'a', 'girl', 'Yes', 'And', 'u', 'knw', 'who', 'is', 'dat', 'girl', 'Margaret', 'Hello', 'She', 'is', 'd', 'girlfrnd', 'f', 'Grahmbell', 'who', 'invnted', 'telphone', 'MoralOne', 'can', '4get', 'd', 'name', 'of', 'a', 'person', 'bt', 'not', 'his', 'girlfrnd', 'G', 'o', 'o', 'd', 'n', 'i', 'g', 'h', 't', '']","['Storming', 'msg', 'Wen', 'u', 'lift', 'phne', 'u', 'say', 'HELLO', 'Do', 'u', 'knw', 'wt', 'real', 'meaning', 'HELLO', 'Its', 'name', 'girl', 'Yes', 'And', 'u', 'knw', 'dat', 'girl', 'Margaret', 'Hello', 'She', 'girlfrnd', 'f', 'Grahmbell', 'invnted', 'telphone', 'MoralOne', '4get', 'name', 'person', 'bt', 'girlfrnd', 'G', 'n', 'g', 'h', '']"
4453,ham,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is","['If', 'you', 'want', 'to', 'mapquest', 'it', 'or', 'something', 'look', 'up', 'usf', 'dogwood', 'drive', 'thats', 'the', 'tiny', 'street', 'where', 'the', 'parking', 'lot', 'is']","['If', 'want', 'mapquest', 'something', 'look', 'usf', 'dogwood', 'drive', 'thats', 'tiny', 'street', 'parking', 'lot']"
4454,ham,Aight should I just plan to come up later tonight?,"['Aight', 'should', 'I', 'just', 'plan', 'to', 'come', 'up', 'later', 'tonight']","['Aight', 'I', 'plan', 'come', 'later', 'tonight']"
4455,ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,"['Die', 'I', 'accidentally', 'deleted', 'e', 'msg', 'i', 'suppose', '2', 'put', 'in', 'e', 'sim', 'archive', 'Haiz', 'I', 'so', 'sad']","['Die', 'I', 'accidentally', 'deleted', 'e', 'msg', 'suppose', '2', 'put', 'e', 'sim', 'archive', 'Haiz', 'I', 'sad']"
4456,spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123","['Welcome', 'to', 'UKmobiledate', 'this', 'msg', 'is', 'FREE', 'giving', 'you', 'free', 'calling', 'to', '08719839835', 'Future', 'mgs', 'billed', 'at', '150p', 'daily', 'To', 'cancel', 'send', 'go', 'stop', 'to', '89123']","['Welcome', 'UKmobiledate', 'msg', 'FREE', 'giving', 'free', 'calling', '08719839835', 'Future', 'mgs', 'billed', '150p', 'daily', 'To', 'cancel', 'send', 'go', 'stop', '89123']"
4457,ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,"['This', 'is', 'wishing', 'you', 'a', 'great', 'day', 'Moji', 'told', 'me', 'about', 'your', 'offer', 'and', 'as', 'always', 'i', 'was', 'speechless', 'You', 'offer', 'so', 'easily', 'to', 'go', 'to', 'great', 'lengths', 'on', 'my', 'behalf', 'and', 'its', 'stunning', 'My', 'exam', 'is', 'next', 'friday', 'After', 'that', 'i', 'will', 'keep', 'in', 'touch', 'more', 'Sorry']","['This', 'wishing', 'great', 'day', 'Moji', 'told', 'offer', 'always', 'speechless', 'You', 'offer', 'easily', 'go', 'great', 'lengths', 'behalf', 'stunning', 'My', 'exam', 'next', 'friday', 'After', 'keep', 'touch', 'Sorry']"
4458,ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.","['Thanks', 'again', 'for', 'your', 'reply', 'today', 'When', 'is', 'ur', 'visa', 'coming', 'in', 'And', 'r', 'u', 'still', 'buying', 'the', 'gucci', 'and', 'bags', 'My', 'sister', 'things', 'are', 'not', 'easy', 'uncle', 'john', 'also', 'has', 'his', 'own', 'bills', 'so', 'i', 'really', 'need', 'to', 'think', 'about', 'how', 'to', 'make', 'my', 'own', 'money', 'Later', 'sha']","['Thanks', 'reply', 'today', 'When', 'ur', 'visa', 'coming', 'And', 'r', 'u', 'still', 'buying', 'gucci', 'bags', 'My', 'sister', 'things', 'easy', 'uncle', 'john', 'also', 'bills', 'really', 'need', 'think', 'make', 'money', 'Later', 'sha']"
4459,ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?","['Sorry', 'I', 'flaked', 'last', 'night', 'shits', 'seriously', 'goin', 'down', 'with', 'my', 'roommate', 'what', 'you', 'up', 'to', 'tonight']","['Sorry', 'I', 'flaked', 'last', 'night', 'shits', 'seriously', 'goin', 'roommate', 'tonight']"
4460,ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,"['He', 'said', 'i', 'look', 'pretty', 'wif', 'long', 'hair', 'wat', 'But', 'i', 'thk', 'hes', 'cutting', 'quite', 'short', '4', 'me', 'leh']","['He', 'said', 'look', 'pretty', 'wif', 'long', 'hair', 'wat', 'But', 'thk', 'hes', 'cutting', 'quite', 'short', '4', 'leh']"
4461,ham,Ranjith cal drpd Deeraj and deepak 5min hold,"['Ranjith', 'cal', 'drpd', 'Deeraj', 'and', 'deepak', '5min', 'hold']","['Ranjith', 'cal', 'drpd', 'Deeraj', 'deepak', '5min', 'hold']"
4462,ham,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,"['CHEERS', 'FOR', 'CALLIN', 'BABESOZI', 'CULDNT', 'TALKBUT', 'I', 'WANNATELL', 'U', 'DETAILS', 'LATER', 'WENWECAN', 'CHAT', 'PROPERLY', 'X']","['CHEERS', 'FOR', 'CALLIN', 'BABESOZI', 'CULDNT', 'TALKBUT', 'I', 'WANNATELL', 'U', 'DETAILS', 'LATER', 'WENWECAN', 'CHAT', 'PROPERLY', 'X']"
4463,ham,Hey u still at the gym?,"['Hey', 'u', 'still', 'at', 'the', 'gym']","['Hey', 'u', 'still', 'gym']"
4464,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,","['She', 'said', 'do', 'u', 'mind', 'if', 'I', 'go', 'into', 'the', 'bedroom', 'for', 'a', 'minute', 'OK', 'I', 'sed', 'in', 'a', 'sexy', 'mood', 'She', 'came', 'out', '5', 'minuts', 'latr', 'wid', 'a', 'caken', 'My', 'Wife']","['She', 'said', 'u', 'mind', 'I', 'go', 'bedroom', 'minute', 'OK', 'I', 'sed', 'sexy', 'mood', 'She', 'came', '5', 'minuts', 'latr', 'wid', 'caken', 'My', 'Wife']"
4465,ham,Much better now thanks lol,"['Much', 'better', 'now', 'thanks', 'lol']","['Much', 'better', 'thanks', 'lol']"
4466,ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.","['Nothing', 'smsing', 'u', 'n', 'xy', 'lor', 'Sorry', 'lor', 'da', 'guys', 'neva', 'c', 'u', 'in', 'person', 'but', 'they', 'sort', 'of', 'know', 'u', 'lor', 'So', 'u', 'wan', '2', 'meet', 'them', 'xy', 'ask', 'me', '2', 'bring', 'u', 'along', '4', 'our', 'next', 'meeting']","['Nothing', 'smsing', 'u', 'n', 'xy', 'lor', 'Sorry', 'lor', 'da', 'guys', 'neva', 'c', 'u', 'person', 'sort', 'know', 'u', 'lor', 'So', 'u', 'wan', '2', 'meet', 'xy', 'ask', '2', 'bring', 'u', 'along', '4', 'next', 'meeting']"
4467,ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester","['Lemme', 'know', 'when', 'I', 'can', 'swing', 'by', 'and', 'pick', 'up', 'Im', 'free', 'basically', 'any', 'time', 'after', '1', 'all', 'this', 'semester']","['Lemme', 'know', 'I', 'swing', 'pick', 'Im', 'free', 'basically', 'time', '1', 'semester']"
4468,ham,Wa... U so efficient... Gee... Thanx...,"['Wa', 'U', 'so', 'efficient', 'Gee', 'Thanx']","['Wa', 'U', 'efficient', 'Gee', 'Thanx']"
4469,spam,3. You have received your mobile content. Enjoy,"['3', 'You', 'have', 'received', 'your', 'mobile', 'content', 'Enjoy']","['3', 'You', 'received', 'mobile', 'content', 'Enjoy']"
4470,ham,S but not able to sleep.,"['S', 'but', 'not', 'able', 'to', 'sleep']","['S', 'able', 'sleep']"
4471,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,"['Want', 'explicit', 'SEX', 'in', '30', 'secs', 'Ring', '02073162414', 'now', 'Costs', '20pmin']","['Want', 'explicit', 'SEX', '30', 'secs', 'Ring', '02073162414', 'Costs', '20pmin']"
4472,ham,We will meet soon princess! Ttyl!,"['We', 'will', 'meet', 'soon', 'princess', 'Ttyl']","['We', 'meet', 'soon', 'princess', 'Ttyl']"
4473,ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,"['Ill', 'pick', 'you', 'up', 'at', 'about', '515pm', 'to', 'go', 'to', 'taunton', 'if', 'you', 'still', 'want', 'to', 'come']","['Ill', 'pick', '515pm', 'go', 'taunton', 'still', 'want', 'come']"
4474,ham,Oh :-)only 4 outside players allowed to play know,"['Oh', 'only', '4', 'outside', 'players', 'allowed', 'to', 'play', 'know']","['Oh', '4', 'outside', 'players', 'allowed', 'play', 'know']"
4475,ham,I anything lor.,"['I', 'anything', 'lor']","['I', 'anything', 'lor']"
4476,ham,Erutupalam thandiyachu,"['Erutupalam', 'thandiyachu']","['Erutupalam', 'thandiyachu']"
4477,ham,"Y cant u try new invention to fly..i'm not joking.,","['Y', 'cant', 'u', 'try', 'new', 'invention', 'to', 'flyim', 'not', 'joking']","['Y', 'cant', 'u', 'try', 'new', 'invention', 'flyim', 'joking']"
4478,ham,No..its ful of song lyrics..,"['Noits', 'ful', 'of', 'song', 'lyrics']","['Noits', 'ful', 'song', 'lyrics']"
4479,ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks","['What', 'do', 'u', 'reckon', 'as', 'need', '2', 'arrange', 'transport', 'if', 'u', 'cant', 'do', 'it', 'thanks']","['What', 'u', 'reckon', 'need', '2', 'arrange', 'transport', 'u', 'cant', 'thanks']"
4480,ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,"['True', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', 'though', 'somone', 'often', 'makes', 'mistakes', 'when', 'valuing', 'it', 'but', 'they', 'will', 'definitly', 'undrstnd', 'once', 'when', 'they', 'start', 'missing', 'it']","['True', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecognized', 'though', 'somone', 'often', 'makes', 'mistakes', 'valuing', 'definitly', 'undrstnd', 'start', 'missing']"
4481,ham,Shopping? Eh ger i toking abt syd leh...Haha,"['Shopping', 'Eh', 'ger', 'i', 'toking', 'abt', 'syd', 'lehHaha']","['Shopping', 'Eh', 'ger', 'toking', 'abt', 'syd', 'lehHaha']"
4482,ham,What not under standing.,"['What', 'not', 'under', 'standing']","['What', 'standing']"
4483,ham,have * good weekend.,"['have', 'good', 'weekend']","['good', 'weekend']"
4484,ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,"['Miss', 'call', 'miss', 'call', 'khelate', 'kintu', 'opponenter', 'miss', 'call', 'dhorte', 'lage', 'Thats', 'd', 'rule', 'One', 'with', 'great', 'phone', 'receiving', 'quality', 'wins']","['Miss', 'call', 'miss', 'call', 'khelate', 'kintu', 'opponenter', 'miss', 'call', 'dhorte', 'lage', 'Thats', 'rule', 'One', 'great', 'phone', 'receiving', 'quality', 'wins']"
4485,ham,Call me when you get the chance plz &lt;3,"['Call', 'me', 'when', 'you', 'get', 'the', 'chance', 'plz', 'lt3']","['Call', 'get', 'chance', 'plz', 'lt3']"
4486,ham,The new deus ex game comin early next yr,"['The', 'new', 'deus', 'ex', 'game', 'comin', 'early', 'next', 'yr']","['The', 'new', 'deus', 'ex', 'game', 'comin', 'early', 'next', 'yr']"
4487,ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,"['My', 'computer', 'just', 'fried', 'the', 'only', 'essential', 'part', 'we', 'dont', 'keep', 'spares', 'of', 'because', 'my', 'fucking', 'idiot', 'roommates', 'looovvve', 'leaving', 'the', 'thing', 'running', 'on', 'full', 'ltgt', '7']","['My', 'computer', 'fried', 'essential', 'part', 'dont', 'keep', 'spares', 'fucking', 'idiot', 'roommates', 'looovvve', 'leaving', 'thing', 'running', 'full', 'ltgt', '7']"
4488,ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!","['My', 'friend', 'shes', 'studying', 'at', 'warwick', 'weve', 'planned', 'to', 'go', 'shopping', 'and', 'to', 'concert', 'tmw', 'but', 'it', 'may', 'be', 'canceled', 'havnt', 'seen', 'for', 'ages', 'yeah', 'we', 'should', 'get', 'together', 'sometime']","['My', 'friend', 'shes', 'studying', 'warwick', 'weve', 'planned', 'go', 'shopping', 'concert', 'tmw', 'may', 'canceled', 'havnt', 'seen', 'ages', 'yeah', 'get', 'together', 'sometime']"
4489,ham,Probably a couple hours tops,"['Probably', 'a', 'couple', 'hours', 'tops']","['Probably', 'couple', 'hours', 'tops']"
4490,ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!","['LOL', 'grins', 'Im', 'not', 'babe', 'but', 'thanks', 'for', 'thinking', 'of', 'me']","['LOL', 'grins', 'Im', 'babe', 'thanks', 'thinking']"
4491,ham,Man this bus is so so so slow. I think you're gonna get there before me,"['Man', 'this', 'bus', 'is', 'so', 'so', 'so', 'slow', 'I', 'think', 'youre', 'gonna', 'get', 'there', 'before', 'me']","['Man', 'bus', 'slow', 'I', 'think', 'youre', 'gonna', 'get']"
4492,ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,"['Hope', 'this', 'text', 'meets', 'you', 'smiling', 'If', 'not', 'then', 'let', 'this', 'text', 'give', 'you', 'a', 'reason', 'to', 'smile', 'Have', 'a', 'beautiful', 'day']","['Hope', 'text', 'meets', 'smiling', 'If', 'let', 'text', 'give', 'reason', 'smile', 'Have', 'beautiful', 'day']"
4493,ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade","['In', 'case', 'you', 'wake', 'up', 'wondering', 'where', 'I', 'am', 'I', 'forgot', 'I', 'have', 'to', 'take', 'care', 'of', 'something', 'for', 'grandma', 'today', 'should', 'be', 'done', 'before', 'the', 'parade']","['In', 'case', 'wake', 'wondering', 'I', 'I', 'forgot', 'I', 'take', 'care', 'something', 'grandma', 'today', 'done', 'parade']"
4494,ham,Ok,['Ok'],['Ok']
4495,spam,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+","['Latest', 'Nokia', 'Mobile', 'or', 'iPOD', 'MP3', 'Player', '400', 'proze', 'GUARANTEED', 'Reply', 'with', 'WIN', 'to', '83355', 'now', 'Norcorp', 'Ltd', '150Mtmsgrcvd18']","['Latest', 'Nokia', 'Mobile', 'iPOD', 'MP3', 'Player', '400', 'proze', 'GUARANTEED', 'Reply', 'WIN', '83355', 'Norcorp', 'Ltd', '150Mtmsgrcvd18']"
4496,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","['SMS', 'SERVICES', 'for', 'your', 'inclusive', 'text', 'credits', 'pls', 'goto', 'wwwcomuknet', 'login', '3qxj9', 'unsubscribe', 'with', 'STOP', 'no', 'extra', 'charge', 'help', '08702840625COMUK', '220CM2', '9AE']","['SMS', 'SERVICES', 'inclusive', 'text', 'credits', 'pls', 'goto', 'wwwcomuknet', 'login', '3qxj9', 'unsubscribe', 'STOP', 'extra', 'charge', 'help', '08702840625COMUK', '220CM2', '9AE']"
4497,ham,Nvm take ur time.,"['Nvm', 'take', 'ur', 'time']","['Nvm', 'take', 'ur', 'time']"
4498,ham,So wat's da decision?,"['So', 'wats', 'da', 'decision']","['So', 'wats', 'da', 'decision']"
4499,ham,Wot is u up 2 then bitch?,"['Wot', 'is', 'u', 'up', '2', 'then', 'bitch']","['Wot', 'u', '2', 'bitch']"
4500,ham,Stupid.its not possible,"['Stupidits', 'not', 'possible']","['Stupidits', 'possible']"
4501,ham,She told to hr that he want posting in chennai:)because i'm working here:),"['She', 'told', 'to', 'hr', 'that', 'he', 'want', 'posting', 'in', 'chennaibecause', 'im', 'working', 'here']","['She', 'told', 'hr', 'want', 'posting', 'chennaibecause', 'im', 'working']"
4502,spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,"['Mobile', 'Club', 'Choose', 'any', 'of', 'the', 'top', 'quality', 'items', 'for', 'your', 'mobile', '7cfca1a']","['Mobile', 'Club', 'Choose', 'top', 'quality', 'items', 'mobile', '7cfca1a']"
4503,ham,When are you guys leaving?,"['When', 'are', 'you', 'guys', 'leaving']","['When', 'guys', 'leaving']"
4504,ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,"['He', 'neva', 'grumble', 'but', 'i', 'sad', 'lor', 'Hee', 'Buy', 'tmr', 'lor', 'aft', 'lunch', 'But', 'we', 'still', 'meetin', '4', 'lunch', 'tmr', 'a', 'not', 'Neva', 'hear', 'fr', 'them', 'lei', 'Ü', 'got', 'a', 'lot', 'of', 'work', 'ar']","['He', 'neva', 'grumble', 'sad', 'lor', 'Hee', 'Buy', 'tmr', 'lor', 'aft', 'lunch', 'But', 'still', 'meetin', '4', 'lunch', 'tmr', 'Neva', 'hear', 'fr', 'lei', 'Ü', 'got', 'lot', 'work', 'ar']"
4505,ham,Not able to do anything.,"['Not', 'able', 'to', 'do', 'anything']","['Not', 'able', 'anything']"
4506,ham,Ü takin linear algebra today?,"['Ü', 'takin', 'linear', 'algebra', 'today']","['Ü', 'takin', 'linear', 'algebra', 'today']"
4507,ham,This weekend is fine (an excuse not to do too much decorating),"['This', 'weekend', 'is', 'fine', 'an', 'excuse', 'not', 'to', 'do', 'too', 'much', 'decorating']","['This', 'weekend', 'fine', 'excuse', 'much', 'decorating']"
